Generation,SurvivalRate,GeneticDiversity
0,14.2,128
1,12.3,128
2,12.5,128
3,14.6,128
4,12.8,127
5,13.200000000000001,128
6,11.1,128
7,12.6,128
8,12.4,128
9,12.4,128
10,15.2,128
11,12.3,128
12,14.799999999999999,128
13,14.499999999999998,128
14,13.600000000000001,128
15,15.299999999999999,128
16,15.7,128
17,12.7,128
18,13.700000000000001,128
19,14.399999999999999,128
20,15.299999999999999,128
21,15.2,128
22,16.5,128
23,14.299999999999999,128
24,16.400000000000002,128
25,17.299999999999997,128
26,16.6,128
27,15.9,128
28,17.4,128
29,18.4,128
30,20.599999999999998,128
31,17.1,128
32,19.3,128
33,18.7,128
34,21.9,128
35,22.3,128
36,21.3,128
37,23.799999999999997,128
38,22.400000000000002,127
39,26.400000000000002,128
40,28.499999999999996,128
41,26.6,128
42,26.900000000000002,128
43,29.2,128
44,29.5,128
45,26.6,128
46,28.799999999999997,128
47,30.4,128
48,28.999999999999996,128
49,31.7,128
50,30.0,128
51,30.9,128
52,30.7,128
53,36.8,128
54,35.3,128
55,34.5,128
56,34.9,128
57,35.8,128
58,34.2,128
59,34.9,128
60,35.199999999999996,128
61,33.7,128
62,36.199999999999996,128
63,34.599999999999994,128
64,33.7,128
65,35.6,128
66,37.4,128
67,37.9,128
68,36.3,128
69,33.300000000000004,128
70,33.7,128
71,36.6,128
72,35.699999999999996,128
73,37.3,128
74,38.1,128
75,37.0,128
76,37.1,128
77,36.0,128
78,36.3,128
79,35.4,127
80,35.099999999999994,128
81,34.9,128
82,36.1,128
83,35.6,128
84,36.199999999999996,128
85,34.300000000000004,128
86,37.7,128
87,35.8,128
88,36.199999999999996,128
89,38.0,128
90,38.6,128
91,33.2,128
92,34.4,128
93,37.6,128
94,36.6,128
95,38.3,128
96,34.300000000000004,128
97,36.0,128
98,35.9,128
99,34.1,128
100,33.800000000000004,128
101,36.7,128
102,33.4,128
103,39.900000000000006,128
104,35.4,128
105,38.2,127
106,39.0,127
107,40.9,128
108,36.5,127
109,39.5,127
110,36.5,128
111,36.7,128
112,34.4,128
113,35.9,128
114,38.9,128
115,37.0,128
116,38.1,127
117,37.3,128
118,37.5,128
119,36.199999999999996,128
120,38.4,128
121,36.3,128
122,34.699999999999996,128
123,33.5,128
124,35.9,128
125,36.5,128
126,39.4,128
127,37.8,128
128,33.2,128
129,35.5,128
130,34.5,127
131,34.300000000000004,128
132,31.900000000000002,128
133,35.699999999999996,128
134,37.0,128
135,33.7,128
136,33.300000000000004,128
137,34.4,128
138,35.099999999999994,128
139,37.1,128
140,36.7,128
141,37.5,128
142,36.199999999999996,128
143,34.699999999999996,128
144,33.1,128
145,35.699999999999996,128
146,36.0,128
147,33.900000000000006,128
148,35.3,128
149,34.9,128
150,36.7,128
151,36.1,128
152,37.3,128
153,38.0,128
154,34.9,128
155,37.6,128
156,34.5,128
157,36.5,128
158,38.800000000000004,128
159,39.1,128
160,35.9,128
161,33.300000000000004,128
162,37.8,128
163,38.1,128
164,37.7,128
165,32.6,128
166,32.5,128
167,35.0,128
168,33.6,128
169,35.8,128
170,37.0,128
171,37.4,128
172,33.4,128
173,34.9,128
174,33.900000000000006,128
175,36.3,128
176,33.4,128
177,33.6,128
178,35.199999999999996,128
179,35.4,128
180,33.1,128
181,33.0,128
182,33.4,127
183,32.6,128
184,38.6,128
185,34.1,128
186,37.0,128
187,33.900000000000006,128
188,35.199999999999996,128
189,33.300000000000004,128
190,39.6,128
191,32.2,128
192,35.199999999999996,128
193,35.8,128
194,36.6,128
195,37.5,128
196,36.0,128
197,35.699999999999996,128
198,37.0,128
199,35.3,128
200,36.4,128
201,35.3,128
202,33.4,128
203,33.5,128
204,33.7,128
205,37.7,128
206,37.3,128
207,34.0,128
208,36.3,128
209,35.5,128
210,35.699999999999996,128
211,37.3,128
212,34.1,128
213,32.4,128
214,34.5,128
215,36.3,128
216,38.2,128
217,37.9,128
218,35.199999999999996,128
219,34.5,128
220,34.300000000000004,128
221,35.5,128
222,37.5,127
223,37.5,127
224,38.4,128
225,36.4,128
226,32.0,128
227,32.300000000000004,128
228,37.3,127
229,38.7,128
230,37.8,128
231,36.3,128
232,34.699999999999996,128
233,38.2,128
234,36.6,128
235,32.300000000000004,128
236,33.300000000000004,128
237,35.0,128
238,37.0,128
239,35.699999999999996,128
240,34.4,128
241,36.4,128
242,38.2,128
243,37.0,128
244,33.7,128
245,34.8,128
246,36.7,128
247,38.2,128
248,34.0,128
249,35.699999999999996,128
250,34.4,128
251,36.199999999999996,128
252,34.9,128
253,38.2,128
254,35.8,128
255,37.1,128
256,34.300000000000004,128
257,38.7,128
258,38.3,128
259,37.8,128
260,36.7,128
261,37.4,128
262,39.5,128
263,37.2,127
264,39.1,128
265,36.7,128
266,36.0,128
267,35.3,128
268,37.6,128
269,37.3,128
270,38.1,128
271,34.699999999999996,128
272,34.5,128
273,35.9,128
274,33.4,128
275,36.6,128
276,34.300000000000004,128
277,35.6,128
278,34.699999999999996,128
279,35.199999999999996,128
280,36.5,128
281,32.800000000000004,128
282,34.4,128
283,33.800000000000004,128
284,35.3,127
285,39.6,127
286,37.8,128
287,34.300000000000004,128
288,33.800000000000004,128
289,35.6,128
290,33.7,128
291,36.9,128
292,34.599999999999994,128
293,35.199999999999996,128
294,36.4,128
295,39.800000000000004,128
296,32.9,128
297,35.3,128
298,34.1,128
299,35.0,128
